,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
7674,311,I3P1_311.json,"[Species P4+, Species K+, Species Cs+, Species Rb+, Species Tl+]","[Species P3+, Species I-, Species I-, Species I-, Species I-]","[Species O2-, Species S2-, Species Zn2+, Species Tl+, Species Se2-]","[Species I-, Species I-, Species P3+, Species P3+, Species I-]"
7675,52682,Ba1Ca1Si1_52682.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7676,39808,Br3Cd1Tl1_39808.json,"[Species Ba2+, Species Sr2+, Species Er3+, Species Ho3+, Species Gd3+]","[Species Tl+, Species Tl+, Species Tl+, Species Tl+, Species Tl+]","[Species O2-, Species S2-, Species Na+, Species O2-, Species Se2-]","[Species Br-, Species Br-, Species Cd2+, Species Cd2+, Species Br-]"
7677,404329,As5B1O20Pb6_404329.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7678,166545,F6Hg2Ni2S1_166545.json,"[Species Fe3+, Species Ge4+, Species Cr3+, Species Sn4+, Species Cl-]","[Species Ni2+, Species Hg2+, Species Ni2+, Species Hg2+, Species S2-]","[Species O2-, Species Cu+, Species Na+, Species N3-, Species Li+]","[Species F-, Species Hg2+, Species Ni2+, Species S2-, Species Ni2+]"
7679,107308,Al2Mg1S4_107308.json,"[Species W6+, Species Cr3+, Species Cl-, Species Si4+, Species Sc3+]","[Species Mg2+, Species Mg2+, Species S2-, Species Al3+, Species Mg2+]","[Species Na+, Species Li+, Species Na+, Species O2-, Species N3-]","[Species Mg2+, Species Al3+, Species Al3+, Species Mg2+, Species S2-]"
7680,202983,As1Cd2F1O4_202983.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7681,152283,Ca1Cr2Cu3O12Sb2_152283.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7682,300129,As2Ga1K2Na1_300129.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species Ag+, Species Hg2+, Species Cd2+, Species F-]","[Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+, Species Na+]"
7683,48158,Br2C3O3Ru1_48158.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7684,84715,Li3N4Nb1Sr2_84715.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7685,10473,Co1Na4O3_10473.json,"[Species F-, Species Ca2+, Species Sb5+, Species Cl-, Species Er3+]","[Species O2-, Species Na+, Species Na+, Species O2-, Species Na+]","[Species Na+, Species Li+, Species O2-, Species K+, Species F-]","[Species Co2+, Species Co2+, Species Co2+, Species Co2+, Species Na+]"
7686,56532,In1Li1Se2_56532.json,"[Species Si4+, Species Er3+, Species Ho3+, Species W6+, Species Sb5+]","[Species Li+, Species Li+, Species Li+, Species In3+, Species In3+]","[Species Na+, Species O2-, Species K+, Species N3-, Species Cs+]","[Species In3+, Species Li+, Species In3+, Species Se2-, Species In3+]"
7687,202971,Cl4Na2Pd1_202971.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7688,60002,Ge1K1N1O1_60002.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Ba2+]","[Species N3-, Species N3-, Species N3-, Species O2-, Species K+]","[Species Zn2+, Species Cd2+, Species Co2+, Species Li+, Species Cu2+]","[Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+, Species Ge4+]"
7689,150872,F14Ga3Na5_150872.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7690,165830,Ba1Ce1O3_165830.json,"[Species F-, Species Cl-, Species Ir5+, Species Sb5+, Species Ru5+]","[Species O2-, Species O2-, Species Ce4+, Species Ce4+, Species Ce4+]","[Species Cs+, Species Rb+, Species Na+, Species K+, Species Fe3+]","[Species Ba2+, Species Ba2+, Species Ce4+, Species Ba2+, Species Ce4+]"
7691,73887,Cu1Na1S3Zr1_73887.json,"[Species Zn2+, Species Hg2+, Species Ca2+, Species Sb5+, Species Er3+]","[Species Cu+, Species Cu+, Species Na+, Species Na+, Species Na+]","[Species Fe3+, Species Mn3+, Species Mn2+, Species Mg2+, Species V3+]","[Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+]"
7692,422189,Cs10O3Sn1Tl6_422189.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7693,75147,Ba1Mo4O16P2_75147.json,"[Species F-, Species W6+, Species Mo6+, Species Cl-, Species La3+]","[Species O2-, Species Mo5+, Species Mo5+, Species O2-, Species Ba2+]","[Species Cs+, Species Na+, Species Rb+, Species K+, Species Si4+]","[Species Ba2+, Species Mo5+, Species Ba2+, Species Ba2+, Species P5+]"
7694,411893,Cs3Na1Pb4_411893.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7695,15767,S_15767.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7696,163601,O12Se2Tl1V3_163601.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7697,413874,Ca1O4Tl2_413874.json,"[Species F-, Species La3+, Species Re5+, Species Cl-, Species Nd3+]","[Species O2-, Species Ca2+, Species Tl3+, Species O2-, Species Ca2+]","[Species Rb+, Species Na+, Species Na+, Species K+, Species Li+]","[Species Tl3+, Species Tl3+, Species Ca2+, Species Tl3+, Species Tl3+]"
7698,68855,Ge1Te5Tl2_68855.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7699,202619,Cr2O3_202619.json,"[Species F-, Species Cl-, Species Sb5+, Species Zr4+, Species Ta5+]","[Species O2-, Species O2-, Species Cr3+, Species Cr3+, Species Cr3+]","[Species Na+, Species K+, Species Mg2+, Species Li+, Species Cd2+]","[Species Cr3+, Species Cr3+, Species Cr3+, Species Cr3+, Species Cr3+]"
7700,61044,Ga2La2O1S6Zn1_61044.json,"[Species F-, Species Si4+, Species Ge4+, Species Cl-, Species Cl-]","[Species O2-, Species Zn2+, Species Zn2+, Species O2-, Species S2-]","[Species Sr2+, Species Ba2+, Species Cs+, Species Na+, Species Ca2+]","[Species La3+, Species La3+, Species Ga3+, Species La3+, Species La3+]"
7701,430200,Cu1P1S3_430200.json,"[Species Zn2+, Species Hg2+, Species Cl-, Species Cu2+, Species Cr6+]","[Species Cu+, Species Cu+, Species S2-, Species Cu+, Species P5+]","[Species Si4+, Species N3-, Species O2-, Species Ge4+, Species Y3+]","[Species P5+, Species S2-, Species Cu+, Species P5+, Species P5+]"
7702,80945,K1Sb2_80945.json,"[Species Ra2+, Species Ba2+, Species Pb2+, Species Sr2+, Species Eu2+]","[Species K+, Species K+, Species K+, Species K+, Species K+]","[Species O2-, None, None, None, None]","[Species K+, None, None, None, None]"
7703,73970,Ge1K1La1S4_73970.json,"[Species Ba2+, Species P5+, Species Sr2+, Species As5+, Species Cl-]","[Species K+, Species Ge4+, Species K+, Species Ge4+, Species S2-]","[Species Sr2+, Species Ba2+, Species Na+, Species Ca2+, Species K+]","[Species La3+, Species La3+, Species La3+, Species La3+, Species La3+]"
7704,250778,Cs1In1Te2_250778.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7705,261443,Rb2S1_261443.json,"[Species Ba2+, Species Sr2+, Species Cl-, Species Er3+, Species Ho3+]","[Species Rb+, Species Rb+, Species S2-, Species Rb+, Species Rb+]","[Species N3-, Species Cl-, Species Br-, Species O2-, Species S2-]","[Species S2-, Species Rb+, Species Rb+, Species Rb+, Species Rb+]"
7706,77333,K1O3Sb1_77333.json,"[Species F-, Species Ba2+, Species Mo6+, Species Sr2+, Species Cl-]","[Species O2-, Species K+, Species Sb5+, Species K+, Species O2-]","[Species Na+, Species K+, Species Fe3+, Species Ca2+, Species Mg2+]","[Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+]"
7707,411703,Cs1Mo1O6P1_411703.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7708,40824,Ga1S1_40824.json,"[Species Cl-, Species Br-, Species I-, Species F-, Species Ir4+]","[Species S2-, Species S2-, Species S2-, Species S2-, Species Ga2+]","[Species N3-, Species Co+, Species Rb+, Species O2-, Species H+]","[Species S2-, Species Ga2+, Species Ga2+, Species Ga2+, Species Ga2+]"
7709,290726,F2Hg1_290726.json,"[Species Ge4+, Species Sn4+, Species V3+, Species Zr4+, Species Sc3+]","[Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+]","[Species O2-, Species Cu+, Species O2-, Species Ag+, Species Li+]","[Species F-, Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+]"
7710,4118,Cd1In2O4_4118.json,"[Species F-, Species Cl-, Species Ge4+, Species Sn4+, Species W6+]","[Species O2-, Species O2-, Species Cd2+, Species Cd2+, Species In3+]","[Species Na+, Species K+, Species Na+, Species Cs+, Species Mg2+]","[Species In3+, Species In3+, Species Cd2+, Species In3+, Species In3+]"
7711,26076,Cl11Cs1Nb4_26076.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7712,189941,F1Mn1Sb1Sr1_189941.json,"[Species Te4+, Species Mn2+, Species Te4+, Species Pb4+, Species Pb4+]","[Species Mn2+, Species F-, Species F-, Species Mn2+, Species F-]","[Species Ag+, Species Li+, Species Na+, Species O2-, Species K+]","[Species Sr2+, Species Mn2+, Species Sr2+, Species Sr2+, Species Sr2+]"
7713,422273,Cd1K2Sb2Sr1_422273.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Tl3+, Species Mn2+]","[Species K+, Species K+, Species K+, Species Cd2+, Species K+]","[Species K+, Species O2-, Species O2-, Species F-, Species F-]","[Species Cd2+, Species K+, Species Cd2+, Species K+, Species Cd2+]"
7714,247317,Na1Nb1O3_247317.json,"[Species F-, Species Ca2+, Species Sb5+, Species Cl-, Species Er3+]","[Species O2-, Species Na+, Species Na+, Species O2-, Species Na+]","[Species Na+, Species Ti4+, Species Rb+, Species Ca2+, Species Sn4+]","[Species Nb5+, Species Nb5+, Species Nb5+, Species Nb5+, Species Nb5+]"
7715,657976,D4Mg1Ni1Sr1_657976.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7716,30691,Ca2H6Mn2O17Si4_30691.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7717,51245,Cl2Mg1_51245.json,"[Species W6+, Species Cr3+, Species Sc3+, Species Sb5+, Species Mo6+]","[Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+]","[Species O2-, Species Na+, Species S2-, Species O2-, Species Li+]","[Species Cl-, Species Mg2+, Species Cl-, Species Mg2+, Species Mg2+]"
7718,71653,Au1Cs1Te1_71653.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7719,300259,C1Cs1H1O3_300259.json,"[Species Ba2+, Species F-, Species N5+, Species Sr2+, Species Cl-]","[Species Cs+, Species O2-, Species C4+, Species Cs+, Species O2-]","[Species B3+, Species Al3+, Species Ag+, Species La3+, Species Cu+]","[Species C4+, Species C4+, Species C4+, Species C4+, Species C4+]"
7720,23425,Co1Ge1Na2O4_23425.json,"[Species F-, Species P5+, Species As5+, Species Ca2+, Species Sb5+]","[Species O2-, Species Ge4+, Species Ge4+, Species Na+, Species Na+]","[Species Zn2+, Species Na+, Species Cd2+, Species Co2+, Species Li+]","[Species Ge4+, Species Co2+, Species Ge4+, Species Ge4+, Species Ge4+]"
7721,80392,Cs2O12Se1W3_80392.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7722,43068,S1Zn1_43068.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7723,61403,K1Mn1Na1O2_61403.json,"[Species F-, Species Ba2+, Species Sr2+, Species Ca2+, Species Sb5+]","[Species O2-, Species K+, Species K+, Species Na+, Species Na+]","[Species Na+, Species Li+, Species O2-, Species O2-, Species Cl-]","[Species Mn2+, Species Mn2+, Species K+, Species Mn2+, Species K+]"
7724,35200,P3Tc1_35200.json,"[Species Nb5+, Species Ta5+, Species Sb5+, Species W6+, Species Mo6+]","[Species Tc4.75+, Species Tc4.75+, Species Tc4.75+, Species Tc4.75+, Species Tc4.75+]","[Species Tc4+, Species Mo4+, Species W4+, Species Re4+, Species Os4+]","[Species Tc4.75+, Species Tc4.75+, Species Tc4.75+, Species Tc4.75+, Species Tc4.75+]"
7725,281321,Ag1O4Tc1_281321.json,"[Species F-, Species Cl-, Species In3+, Species Ga3+, Species Ba2+]","[Species O2-, Species O2-, Species Ag+, Species Ag+, Species Ag+]","[Species W6+, Species K+, Species Ag+, Species Rb+, Species Sr2+]","[Species Tc7+, Species Tc7+, Species Tc7+, Species Tc7+, Species Tc7+]"
7726,419370,C4Cl2N4Pt1Rb2_419370.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7727,85789,Cl1Cu3S3Te1_85789.json,"[Species Zn2+, Species Hg2+, Species Cl-, Species Cu2+, Species K+]","[Species Cu+, Species Cu+, Species S2-, Species Cu+, Species Cl-]","[Species O2-, Species S2-, Species La3+, Species Sr2+, Species N3-]","[Species Cl-, Species Cl-, Species Te4+, Species Te4+, Species S2-]"
7728,238236,Fe1Li2S4Sn1_238236.json,"[Species Si4+, Species Er3+, Species Ho3+, Species Cl-, Species Sb5+]","[Species Li+, Species Li+, Species Li+, Species S2-, Species Fe3+]","[Species Eu2+, Species Ca2+, Species Ba2+, Species Pb2+, Species Sn2+]","[Species Sn3+, Species Sn3+, Species Sn3+, Species Sn3+, Species Sn3+]"
7729,172471,N1Na1Sn1_172471.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Mn3+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species Sn2+]","[Species Cs+, Species Rb+, Species K+, Species O2-, Species Tl+]","[Species Sn2+, Species Sn2+, Species Sn2+, Species Sn2+, Species Sn2+]"
7730,260055,C6Co1H18Mn1N12_260055.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7731,56524,Cs1I1_56524.json,"[Species Ba2+, Species Sr2+, Species K+, Species Cs+, Species Rb+]","[Species Cs+, Species Cs+, Species I-, Species I-, Species I-]","[Species O2-, Species S2-, Species Se2-, Species Cl-, Species Br-]","[Species I-, Species I-, Species I-, Species Cs+, Species Cs+]"
7732,49510,Ce1O14P5_49510.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7733,2190,Ba1Cl2_2190.json,"[Species La3+, Species K+, Species Rb+, Species Na+, Species Cs+]","[Species Ba2+, Species Cl-, Species Cl-, Species Cl-, Species Cl-]","[Species O2-, Species Cs+, Species Rb+, Species K+, Species S2-]","[Species Cl-, Species Ba2+, Species Ba2+, Species Ba2+, Species Cl-]"
7734,160942,O7P2V1_160942.json,"[Species F-, Species Nb5+, Species Cl-, Species Cr6+, Species S6+]","[Species O2-, Species V4+, Species O2-, Species P5+, Species P5+]","[Species Mg2+, Species Cd2+, Species Mn2+, Species Ni2+, Species Si4+]","[Species V4+, Species V4+, Species V4+, Species V4+, Species P5+]"
7735,42909,Ge5Ir4_42909.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7736,2481,Na1S2Sb1_2481.json,"[Species Ca2+, Species Sb5+, Species Er3+, Species W6+, Species Ho3+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Pb2+, Species K+, Species S2-, Species Tl+, Species In+]","[Species Sb3+, Species Sb3+, Species Sb3+, Species Sb3+, Species Sb3+]"
7737,247089,Fe1Li1P1_247089.json,"[Species In3+, Species Pb4+, Species Te4+, Species Zr4+, Species Hf4+]","[Species Fe2+, Species Fe2+, Species Fe2+, Species Fe2+, Species Fe2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Fe2+, Species Fe2+, Species Fe2+, Species Fe2+, Species Fe2+]"
7738,61704,S_61704.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7739,639165,Hg1S1_639165.json,"[Species Ge4+, Species Sn4+, Species Cl-, Species V3+, Species Zr4+]","[Species Hg2+, Species Hg2+, Species S2-, Species Hg2+, Species Hg2+]","[Species Cu+, Species N3-, Species O2-, Species Ag+, Species Li+]","[Species Hg2+, Species S2-, Species Hg2+, Species Hg2+, Species Hg2+]"
7740,83353,As2Sr2_83353.json,"[Species Ac3+, Species La3+, Species Bi3+, Species Ce3+, Species Pr3+]","[Species Sr2+, Species Sr2+, Species Sr2+, Species Sr2+, Species Sr2+]","[Species Hg+, Species Ag+, Species F-, Species Na+, Species K+]","[Species Sr2+, Species Sr2+, Species Sr2+, Species Sr2+, Species Sr2+]"
7741,602314,Cr5Rb1Se8_602314.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7742,89931,N4O3Si3Y2_89931.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species F-]","[Species N3-, Species N3-, Species N3-, Species O2-, Species N3-]","[Species Na+, Species Li+, Species K+, Species Ca2+, Species Zn2+]","[Species Y3+, Species Si4+, Species Y3+, Species Y3+, Species Si4+]"
7743,648056,P1S3Sn1_648056.json,"[Species U6+, Species Nb5+, Species Ta5+, Species Np5+, Species Sb5+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]","[Species Ni2+, Species Ru3+, Species Ir3+, Species Rh3+, Species Mg2+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]"
7744,77181,In1K2Na1Sb2_77181.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species Ag+, Species Hg2+, Species Cd2+, Species F-]","[Species In3+, Species In3+, Species In3+, Species In3+, Species Na+]"
7745,23591,H2Mn1O2_23591.json,"[Species F-, Species Cl-, Species Sc3+, Species Ir5+, Species W6+]","[Species O2-, Species O2-, Species Mn2+, Species Mn2+, Species Mn2+]","[Species Na+, Species Li+, Species O2-, Species O2-, Species K+]","[Species Mn2+, Species Mn2+, Species H+, Species Mn2+, Species Mn2+]"
7746,151983,Br5K1Sn2_151983.json,"[Species Ba2+, Species Mn3+, Species Sr2+, Species Co3+, Species Cr3+]","[Species K+, Species Sn2+, Species K+, Species Sn2+, Species Sn2+]","[Species O2-, Species S2-, Species Cs+, Species Rb+, Species K+]","[Species Br-, Species Br-, Species Sn2+, Species Sn2+, Species Sn2+]"
7747,14332,O3W1_14332.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7748,40556,Rb2Sn1Te5_40556.json,"[Species U6+, Species Nb5+, Species Te6+, Species I7+, Species W6+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]","[Species Ni2+, Species Mg2+, Species Cu2+, Species Co2+, Species Li+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]"
7749,260393,Bi3Mn4N1O15_260393.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species F-]","[Species N3-, Species N3-, Species N3-, Species O2-, Species N3-]","[Species Zn2+, Species Co2+, Species Si4+, Species Cd2+, Species Ge4+]","[Species Mn6+, Species Mn6+, Species Mn6+, Species Mn6+, Species Mn6+]"
7750,425757,Ag2As1O6V1_425757.json,"[Species F-, Species Cr6+, Species Cl-, Species Cr6+, Species In3+]","[Species O2-, Species V5+, Species O2-, Species As5+, Species Ag+]","[Species Si4+, Species Si4+, Species Ge4+, Species Y3+, Species O2-]","[Species As5+, Species V5+, Species As5+, Species V5+, Species Ag+]"
7751,419996,Rb1Te2Y1_419996.json,"[Species Y3+, Species Y3+, Species Ho3+, Species Ho3+, Species Er3+]","[Species Rb+, Species Te2-, Species Rb+, Species Te2-, Species Rb+]","[Species Pd2+, Species Cd2+, Species Ca2+, Species Pt2+, Species Na+]","[Species Y3+, Species Y3+, Species Y3+, Species Y3+, Species Y3+]"
7752,54244,Li2Na1Sb1_54244.json,"[Species Zr4+, Species Hg2+, Species Co2+, Species Zn2+, Species Hf4+]","[Species Li+, Species Na+, Species Li+, Species Li+, Species Li+]","[Species F-, Species O2-, Species F-, Species O2-, Species Cl-]","[Species Na+, Species Na+, Species Li+, Species Li+, Species Na+]"
7753,423111,Ce1O5Rh2_423111.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7754,617415,C2Co1La1_617415.json,"[Species Hf4+, Species Zr4+, Species Sn4+, Species In3+, Species U6+]","[Species Co2+, Species Co2+, Species Co2+, Species Co2+, Species Co2+]","[Species Li+, Species Na+, Species Hg2+, Species Ca2+, Species Cd2+]","[Species Co2+, Species La3+, Species La3+, Species La3+, Species La3+]"
7755,72532,Ca2N3P1_72532.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species La3+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species Ca2+]","[Species Na+, Species K+, Species Si4+, Species Cs+, Species Rb+]","[Species Ca2+, Species Ca2+, Species P5+, Species Ca2+, Species Ca2+]"
7756,36602,Cs1I4In1_36602.json,"[Species Ba2+, Species Sr2+, Species K+, Species Cs+, Species W6+]","[Species Cs+, Species Cs+, Species I-, Species I-, Species In3+]","[Species O2-, Species Na+, Species S2-, Species K+, Species Cs+]","[Species I-, Species In3+, Species I-, Species In3+, Species In3+]"
7757,67276,K1Na1Te1_67276.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species F-, Species O2-, Species N3-, None, None]","[Species Na+, Species Na+, Species Na+, None, None]"
7758,169583,Cu1H12N4O8Re2_169583.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7759,188892,C1O2_188892.json,"[Species F-, Species N5+, Species Cl-, Species Br-, Species S6+]","[Species O2-, Species C4+, Species O2-, Species O2-, Species C4+]","[Species B3+, Species Al3+, Species Ag+, Species La3+, Species Cu+]","[Species C4+, Species C4+, Species C4+, Species C4+, Species C4+]"
7760,9903,Ag1F4Na1_9903.json,"[Species Sb5+, Species W6+, Species Mo6+, Species Ca2+, Species Sb5+]","[Species Ag3+, Species Ag3+, Species Ag3+, Species Na+, Species Na+]","[Species O2-, Species Na+, Species K+, Species Tl+, Species Ca2+]","[Species F-, Species Ag3+, Species Ag3+, Species Ag3+, Species Ag3+]"
7761,56769,Ca1Cl2_56769.json,"[Species La3+, Species Nd3+, Species Pr3+, Species Sm3+, Species Y3+]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+]","[Species O2-, Species Na+, Species K+, Species S2-, Species Cs+]","[Species Cl-, Species Ca2+, Species Ca2+, Species Cl-, Species Ca2+]"
7762,410828,Cu3Ge5K2O14_410828.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7763,249791,C2Cs1N3_249791.json,"[Species O2-, Species Ba2+, Species S2-, Species Se2-, Species F-]","[Species N3-, Species Cs+, Species N3-, Species N3-, Species N3-]","[Species B3+, Species Al3+, Species Ag+, Species La3+, Species Cu+]","[Species C4+, Species C4+, Species C4+, Species C4+, Species C4+]"
7764,241245,C1O3Tl2_241245.json,"[Species F-, Species Ba2+, Species N5+, Species Sr2+, Species Er3+]","[Species O2-, Species Tl+, Species C4+, Species Tl+, Species Tl+]","[Species B3+, Species Al3+, Species Ag+, Species La3+, Species Cu+]","[Species C4+, Species C4+, Species C4+, Species C4+, Species C4+]"
7765,203064,Hg2O3Te1_203064.json,"[Species K+, Species F-, Species Ag+, Species Na+, Species Hg2+]","[Species O2-, Species O2-, Species O2-, Species O2-, Species O2-]","[Species N3-, None, None, None, None]","[Species O2-, None, None, None, None]"
7766,167703,B3D12Y1_167703.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7767,421815,Ba1Cd1F1Sb1_421815.json,"[Species K+, Species Bi3+, Species La3+, Species Ce3+, Species Pr3+]","[Species F-, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]","[Species F-, Species O2-, Species K+, Species O2-, Species O2-]","[Species Cd2+, Species Ba2+, Species Cd2+, Species F-, Species Cd2+]"
7768,409483,K2Sn1Te3_409483.json,"[Species K+, Species Ba2+, Species Ba2+, Species U6+, Species Ra2+]","[Species Te2-, Species K+, Species Te2-, Species Sn4+, Species K+]","[Species Ni2+, Species Mg2+, Species Cu2+, Species O2-, Species Co2+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species K+, Species Sn4+]"
7769,240663,Cl2Cu3H6Mg1O6_240663.json,"[Species F-, Species Ge4+, Species Cl-, Species W6+, Species Cr3+]","[Species O2-, Species Cu2+, Species O2-, Species Mg2+, Species Mg2+]","[Species O2-, Species Na+, Species S2-, Species Cu+, Species O2-]","[Species Cl-, Species Mg2+, Species Cl-, Species Cu2+, Species Mg2+]"
7770,49624,Na4O3Sn1_49624.json,"[Species F-, Species Mn3+, Species Ca2+, Species Sb5+, Species Cl-]","[Species O2-, Species Sn2+, Species Na+, Species Na+, Species O2-]","[Species Cs+, Species Rb+, Species K+, Species O2-, Species Tl+]","[Species Sn2+, Species Sn2+, Species Sn2+, Species Sn2+, Species Sn2+]"
7771,10010,Ag1Na2Sb1_10010.json,"[Species Hg2+, Species Hg2+, Species Cd2+, Species Cd2+, Species Tl3+]","[Species Na+, Species Ag+, Species Na+, Species Ag+, Species Na+]","[Species F-, Species F-, Species O2-, Species O2-, Species N3-]","[Species Na+, Species Ag+, Species Na+, Species Ag+, Species Na+]"
7772,411188,C2Ca1_411188.json,"[Species Ce3+, Species La3+, Species Th4+, Species Ho3+, Species Ce4+]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+]","[Species K+, Species Rb+, Species Cs+, None, None]","[Species Ca2+, Species Ca2+, Species Ca2+, None, None]"
7773,33578,Cl3Cr1_33578.json,"[Species Sb5+, Species K+, Species Rb+, Species Na+, Species Zr4+]","[Species Cr3+, Species Cl-, Species Cl-, Species Cl-, Species Cr3+]","[Species O2-, Species Na+, Species S2-, Species K+, Species Mg2+]","[Species Cl-, Species Cr3+, Species Cl-, Species Cr3+, Species Cr3+]"
7774,9578,Au3Cl8Rb3_9578.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7775,74057,B6O12Se1Zn4_74057.json,"[Species F-, Species C4+, Species Si4+, Species Ge4+, Species Cl-]","[Species O2-, Species B3+, Species Zn2+, Species Zn2+, Species O2-]","[Species Na+, Species Cu+, Species N3-, Species K+, Species Li+]","[Species Zn2+, Species Zn2+, Species Se2-, Species Zn2+, Species Zn2+]"
